content,polarity
@agarzon  Así se explica el miedo que tienen algunas personas a que algo se mueva: se les descoloca el mundo. Agarraditos  a las barandillas,NEU
@agarzon  Y un 95% que tu estas mejor en tu casa. Cada vez que hablas de algo sube el pan..,N
@agarzon jolin k mal!!! Menuda  educancia  tenemos!!!,N
#AsíSí @PSOE !  #Transparencia  es #democracia y #libertad  https://t.co/c4vkF8LcQ9,P
"@dunker @WormHolePro pero quién coño los elige  @PSOE  ?ojalá fuera un montaje,pero vivimos donde se cree q el sol gira a nuestro alrededor",N
@MiguelSicilia2  @PSOE  @martasaavedraD Porque según la lógica retorcida de esta srita entonces todos los vascos son presuntos eterras.,N
"#Bierzo  Pedro Sánchez:  ""Vamos a hacer posible la España de las oportunidades""  @PSOE   @SanchezCastejon  http://t.co/2ou36BCTrl",P
@PPopular @marianorajoy pido/exijo/ruego el cese inmediato de  @anapastorjulian  su incompetencia es un peligro para el interés general.,N
"@sanchezcastejon  que gracioso tu Community Manager.Estaria bien ver las cuentas del antiguo equipo del psoe,Zapa,Blanco,Bono..",N
"Hombre, con tanto católico RT  @agarzon  Agárrense. Un 25% de los españoles cree que el sol gira alrededor de la tierra. http://t.co/kV3arytJZ1",NEU
@CiudadanosCs @monica_cobo ¿Ha puesto  CŽs  al frente de la lista de Getafe a una persona en baja laboral? ¿Eso no es fraude a España?,N
Me parece mal que hoy en Zaragoza me haya recorrido la calle Independencia entera y no haya podido comprar un libro de  @Pablo_Iglesias_,P
Pero gira o no gira alrededor del sol? aclararalo porfa!  @agarzon,NEU
"@ahorapodemos  de verdad,  errejoncillo , duermes por la noche con tanta hipocresía? Qué tío.",N
@MiguelSicilia2  @PSOE  @martasaavedraD Exacto. Odiemos a todos los alemanes por las calamidades de los nazis.,NEU
"@HoyPorHoy  @CiudadanosCs   @Albert_Rivera  Sin duda Sr. Rivera, como todos, merece un voto de confianza. ¿pero viniendo de nuevas generaciones",NEU
@marianorajoy  ah Y me descuidaba RATO.,N
@agarzon espero que uno no Sea jaja  pedro sanchez  que esta en Soria viendo a machado,N
"#PPcajaB  te roba,  #PsoeReyDeEres  te roba,  #PodemosFugaDeCapital  no habrá que robar, Para todo lo demas  @CiudadanosCs",N
Varapalo al  @PSOE de la Junta Electoral Central  en relación con este vídeo | Noticias y Deportes Guadalajara http://t.co/QqaDhJADng,N
"@crisloble @pedroacedo @fmolinaalen @jcperdi  @Nngg_Merida   @PPopular  art. 50.2 de la Ley Electoral"". http://t.co/QRMXFL7fif Cumplimos la ley?",N
@sanchezcastejon @PSOE  transparencia y aire fresco tenemos que ser limpios y trasparente y que los votantes vuelvan a confiar en nuestro prt,P
A  garzon  deberían darle una lección! Puede decir cualquier descerebrado  político  tonterías? Parece que si! Pues no  https://t.co/4beJa1Z1jd,N
""" @agarzon:  Agárrense. Un 25% de los españoles cree que el sol gira alrededor de la tierra. http://t.co/0xIGmhz1eU"" Qué país, señor. #Mátome",NEU
Moción de censura al  gobierno del PP ... YA @PSOE @sanchezcastejon no se aguanta ya tanta  corrupción,N
@CiudadanosCs  @jafspar  @Albert_Rivera  que chisposo,P
@MEspinosa_  @Pablo_Iglesias_  @PodemosCMadrid  qe buenas que estas,P
RT  @PSOE  Cuentas: http://t.co/pKPPW5npCs; Declaración de bienes de Wenceslao López: http://t.co/CdaCjQwoNM #OviedoConWences #Transparentes,P
@sanchezcastejon  @justinaviajera No ese el nivel que esperamos de quien quiere gobernar. Lo siento.,N
"@agarzon  hay paranoicos que usan la física para ""demostrar"" eso y que la tierra es plana. Además, no me sorprende siendo España.",NEU
".@CarolinaPunset candidata de  @CiudadanosCs  a la Generalitat V., es una persona normal haciendo cosas extraordinarias http://t.co/edAWXvvOr9",P
"@marianorajoy  vamos la biblia no la lee, porque como regala dinero a la iglesia en nombre de todos los españoles entiende q esta perdonado",N
"@RafaelB81784034 @everian777  @Pablo_Iglesias_    Señores, como la economía son matemáticas puras y duras si van por humanidades?",NEU
Llevar canals de parla catalana pot dur a veure el #NODO de @tve1 a la força. Això pensau espanyolets del  @PPopular  ? #estimlamevallengua,N
"@PSOE @mariagv Y 135, recortes a la dependencia y no frenar los  desahucios  #imperdonable",N
"Los socialistas solo entendemos una manera de hacer  política , aquella que pone a las personas en el centro de la vida pública.  @PSOE",P
"@AlejandroRep18 @ClaramunJavier  @PPopular  @Razvieu  Muy bueno! Y se ve que  Rajoy  cuando no lee, se puerde! Muy fuerte!",N
@j02uanca @voz_populi En algunos sitios ya han pactado sillón algún Tte Alcalde independiente qe gobierna con  PP  y ahora va x  @CiudadanosCs,N
"@sanchezcastejon @PSOE  Tu, en la web del  psoe  pondrás lo que a ti te interesa. ¿Te tengo que recordar que estuviste en Bankia,  corrupto ?",N
"Hola  @marianorajoy   Que @NicolasMaduro tiene más seguidores que tu, que lo sepas!",N
@PepitoGrillo_cs @CiudadanosCs @Albert_Rivera Eso en teoría lo hace  Podemos . Pero creo que a las bases ya no les hacen ni p caso,N
@BluRadioCo  @marianorajoy  Muertes de inmigrantes refugiados en el Mediterráneo ocurre con la soterrada complicidad del mundo entero. Triste!,N
@PPopular . Protestar no es ilegal! Democracia sin mordaza!,N
@logela @kolontai1959  @iunida  Hay mucha diferencia lo que han echo algunos ayuntas y otros con las mismas leyes en la mano.,N
"@urbeltzen @kolontai1959 en el asunto del  suelo , ha habido un gran burdel nacional con barra libre y mucho, mucho dinero fácil. @iunida",N
http://t.co/IoHcDMgCme.  Pactar algo con Bildu es asqueroso y bochornoso.  @PSOE  . El  pse-ee  es deleznable y oportunista. #asco,N
¿Soportaría  @CiudadanosCs  una campaña de acoso y derribo como la que sufrió  @ahorapodemos ? Una pista: https://t.co/Ug4TI1mnii,NEU
"Arcadi, Isabel San Sebastián y demás desechos de la derecha casposa que terminaran por joder un  partido  que prometía mucho  @CiudadanosCs",N
"VERGÜENZA de  @PPopular   @PPCatalunya  ¡¡¡NI UN VOTO MÁS, NI UNO MÁS!!! https://t.co/o9XpaE8PkH",N
"@isaranjuez @Jordivll @PPopular Hay que hacer test de intelig.  al  votante  del PP, o no entiende que la corrupcion es general o le esta bien",N
"@Mariajesusdm93 q mejores? Si ninguno es capaz de hablar ingles, tienen problemas de dicción como  @marianorajoy  etc",N
@sanchezcastejon un acosador de homosexuales..  http://t.co/pG2irBLFWX,N
@IsaIsabel_9 @ridermarina  @sanchezcastejon  otro ejemplo más del PPSOE que se aproxima,N
"@agarzon  justo el porcentaje que votará al  PP  en las próximas, no digo más",NEU
@Mhemeroteca  @iunida  @jorgewololo esa fecha cuando  IU  pidió la regularización de la prostitución voluntaria en España,NEU
".@Juancassa ""Vamos a ser responsables para con . @CiudadanosCs  y para los malagueños/as"" #SucedióEnMálaga-On Live @101tvMalaga",P
@andresysara10  @PSOE  igual que yo lo tengo clarisimo y cada día más viendo todo el mamoneo que hay,P
"@Aquiles_AE @MVTARDE @ahorapodemos nooo, son los corruptos de  PPSOE",N
"@agarzon  @Dv9700 muy bien, el  PP  puede hacer cosas en las que no importe la ética, a los demás si hay que exigirles ética y legalidad.",P
"@ecd_  @EduMadina   @PSOE.  Se presentará por ""podemos"", ya que es un pro-etarra más.",N
@andresysara10  @PSOE  ojalá  yo creo que si saludos:)))),P
"@sportbloke  @agarzon  Jose, en España abunda esta fauna, mucho más que en otro países según parece https://t.co/SyCCaz8II7",NEU
@sanchezcastejon  ....acosador http://t.co/Hvau62MuM6,N
@Albert_Rivera  no defraudeis y no pacteis con  susana  solo a cambio de griñan PSOE FUERA de Andalucia ya por favor Son LADRONES TODOS30añosya,NEU
@mromanza  @AhoraMadrid   @manuelacarmena   @iunida  El juego sucio contra  IU  no cesa. A qué temen?,N
@mjestevez @verdadesofenden  @sanchezcastejon  @La_SER aggggg son degenerados  hasta para hacer los carteles electorales que vergüenza  y asco,NEU
@Luismita  @PSOE  con leer la bio de mi perfil basta.,NEU
@agarzon  empeñado en perder  votantes . Su última cagada mencionar a Messi entre los defraudadores con lo que tenemos en este país...,N
@caguirre2000 @verdadesofenden a La Tuerka de  @Pablo_Iglesias_  lo van a poner de trofeo en la sede de  @ahorapodemos,N
Muy bueno  @marianorajoy  difundiendo noticias en un idioma que no conoce https://t.co/b71NoUwqcK,N
@mjestevez @verdadesofenden @sanchezcastejon hombre aunque sean del  psoe  no se puede ser tan gilis,N
@RobertoInguanzo @juan_rosell_ sí .  @sanchezcastejon  repite lo de clase media trabajadora hasta la extenuación,N
"@bgutman2  @Albert_Rivera  Todos adolecen de ""algo"" pero UNOS más que OTROS",NEU
"@Santisierra17 @jordievole  @PSOE   @carmechacon  este jeta sabe bien lo que dice como el mafioso Cabeza Cero Ferreras, mírales la c corriente",N
"@marianorajoy  ELIMINEN EL LIBRE MERECADO,CREADOR COMPETENCIA DESLEAL EN EL SECTOR PRIMARIOenGy RURAL en PARTICULAR REPARTO BENEFICIOS AMÉN++",N
"#ElCascabel jejeje,ya solo falta ver a MaduroRajoy y su  @PPopular  comiencen a pedír el voto a los  corruPPtos  barruntando batacazo electoral",N
"@marianorajoy  DIGNIFICAR Y VALORAR, PERSONAS Y ACTIVIDADES MUNDO RURAL ALICAR MATER MAGISTRA=reparto de BENEFICIOS.equitativaYproporcional++",P
@marianorajoy  Este es vuestro objetivo:http://t.co/i1SFj3o2JU ...so pedazo de...,N
@silvia_mallorca @mvtarde  @ahorapodemos  cuando maduréis y os hagáis mayores os vamos a donar al Zoo paraque os echen cacahuetes Monos Simios,N
"Ciudadanos  propone,, pero los ciudadanos disponen...de las urnas para Botar a la derecha https://t.co/cBmBmUiszF",N
"@agarzon @iunida    ANIMO,  ANIMO,  ANIMO, ANIMO, ANIMO...",P
El cinismo e interés d medrar d gente como el madracista @SamirBilbo no tiene límite. Espero k @PodemosEuskadi_  @ahorapodemos  tomen medidas.,P
"@doloresleonp84 @itoguille @SextaNocheTV  @ahorapodemos  Ya nos están devolviendo, con las instituciones corrompidas consintiendolo",P
"#SofáDeEsperanza  cual Pitonisa Lola: https://t.co/6RaMXaKcbm,  @ccifuentes  modo cani: https://t.co/yQ0roLYMRM.  @ppmadrid  se le va la campaña!",N
"@marianorajoy  Vosotros no sabéis lo que es ""común"" en ningún sentido.",N
"@andresysara10 en #España ???? , por desgracia , para tener  políticos  honrados , debemos esperar a q nazcan .  @ahorapodemos @PastorRodri",N
@andresysara10 @joseletegrillo @PastorRodri @iunida @ahorapodemos yo estoy digiriendo lo de  Pujalte y Trillo  todo el dia..,N
"@nolaska @Salva_Carmona @radicalizate @Pablo_Iglesias_ personas q incluso conozco, me vas a decir tú quienes son  Podemos , gente corriente",P
@marianorajoy  los que esquilmaron esos países eran los que debían de hacerles una forma de vida  .y no ahora hacerse los longuis,N
"@nolaska @Salva_Carmona @radicalizate  @Pablo_Iglesias _ lucha por Venezuela, pero deja en paz a los españoles que voten con libertad",N
"Las cuentas de  @pepebernal , todos los datos claros y transparentes. @PSOE @PSOEMarbella @PSOE_sanpedro @psoeandalucia http://t.co/dqrd56id7K",P
@agarzon  @robinsnoticias  como en la antigüedad  se lee poco la verdad y por necesidad de  trabajo...,NEU
España se muere....  @PPopular   @Psoe  @CasaReal  ---=---=---=--   @ahorapodemos    @iunida   @upyd @Equo  @Portabales_Hijo http://t.co/KvMxKXC2Iy,N
"@mariceli23 @GaetanoLoHace  @ahorapodemos  por eso  votaremos  a podemos, para que eso no pase en España.",P
"@agarzon  ya lo dijo Julio Anguita ""capataces"" muy bien pagados, eso es lo que son",NEU
#LnAGUIRRE  a ver si te enteras qu @AhoraMadrid no es  @ahorapodemos,N
Marejada en  @CiudadanosCs  por el cerrojazo de  @Albert_Rivera  a pactos de gobierno http://t.co/34Fi6UPmhh  Ahora con la valenciana Punset.,N
"#LNaguirre  @EsperanzAguirre  no es @ahorapodemos  quien OS ha quitado los  votos  ,ha sido el tiempo y vuestra forma de gobernar",N
@agarzon  @IUEzker Lo grande es k los Medios se ríen de kienes educa,NEU
"@JoaquinRamirez @ExpoconRita @PPopular las soluciones eran las del  programa del PP , no las del  programa d IU  (como demostró @pedroj_ramirez",P
"@EsperanzAguirre y el @PPopular cargan contra @ahorapodemos cada día, pero no habla d su  Gestión  en Madrid http://t.co/OgtOkP7Vmk",N
"@AntonioMaestre  @iunida  es federal, las candidaturas municipales ls validan ls direcciones autonómicas. EnMadrid ya sabs cual es l dirección",NEU
@paideia1900 @waltzing_piglet @agarzon los diabéticos lo hacen a diario y gracias a los  transgénico s tienen una vida mejor.,P
"@nika_iru @dimasguacha1  @sanchezcastejon   @PSOE  No somos nada, la escuela González sigue dando sus frutos. Esperemos q en Venezuela aprenda.",N
"@teleSURtv LA UNIÓN CON RUSIA CON CHINA DEL MERCOSUR CAMBIARÁ AL MUNDO Y CON GRECIA Y"" PODEMOS ""@ahorapodemos",P
"@CsLaRioja @CiudadanosCs   Parlamento de La Rioja   Ayuntamientos de Logroño, Calahorra, Arnedo y Villamediana de Iregua  http://t.co/rcrjXmPn52",NEU
"Hay un espabilado en @La_SER  comparando lo de Trillo y Pujalte, con el no caso de Monedero y Errejón!  @ahorapodemos  ganar y callar boceros!",P
joder... otra vez no..... por favor otro  ZP  para terninar de joder el pais.. dios mio te lo ruego....  https://t.co/gCcLFmkmgM,N
Si alguien del @PPopular se ve envuelto en un caso de violencia doméstica se monta un linchamiento mediático del copón.   NO SI ES DEL  @PSOE,N
@Hello_Juls @rosvalarg @juandepca  @agarzon  Y el payaso contestando a la emisora mientras le aplasta el cuello? Quien le paga a ese matón?,N
@juandepca @agarzon PROTESTAR NO ES ILEGAL!!!!  #NoLeyMordaza  http://t.co/Iue8Zt7Qlr,N
@CiudadanosCs @CsGalicia @Albert_Rivera k opináis con respecto a lo hecho por Feijo sobre la  administración del CHUS ..por medio de EEUU..???,NEU
"@sfernandezh en tu programa relacionasteis a  @ahorapodemos  con Venezuela en un vídeo por decir ""TIC TAC"" ¿Tú también eres chavista o que?",N
Presentación:   Propuestas económicas  @CiudadanosCs   https://t.co/dJvgQGqNpa http://t.co/uNT8aaKcYU,NEU
"@nolaska @maeric4  @Pablo_Iglesias_  ...d la Oposición Venezolana, a MEVA y a los venezolanos k stán haciendo campaña en contra a  Podemos  e  IU",NEU
@Pablo_Iglesias_  mas o menos como eurodiputados en nomina de gobiernos bananeros. Casi Igual de repulsivo.,N
@lolalolalc @itoguille @SextaNocheTV  @ahorapodemos  Muchísimas gracias por mandarmelo. Esta iiteresantisimo.,NEU
@PPopular : Ma?s de medio millo?n de nuevos empleos en un an?o #TrabajarHacerCrecer http://t.co/yWcb6mGGwt http://t.co/C54ugLe8WW,P
@MabelFigueruelo @CincoDiascom @CiudadanosCs proponen bajarlo a las  rentas  medias-altas y subirlo a las medias-bajas http://t.co/OCOt5Sqkpz,NEU
"@nolaska  @Pablo_Iglesias_  Y k no parezca k stoy defendiendo el Eurocomunismo, ya k discrepo con él kon lo k fue en la práctica, y komo...",NEU
@ahorapodemos @ierrejon  que poca humanidad y poca verguenza,N
@pepebass3 @ierrejon  @ahorapodemos  el problema es todo lo que usted menciona más lo de Monedero y Errejón.,N
"@Albert_Rivera  @lugaricano  @CiudadanosCs  @GirautaOficial POR EL BIEN DE NUESTRO PARTIDO, ACLARADLO POR FAVOR http://t.co/DJQPQlbmRd",NEU
PPSOE  proponen cosas diferentes en cada Comunidad   @CiudadanosCs  @Cs_Asturias tiene una idea para vertebrar y modernizar  España.,N
.  @PSOE  Pedidles las cuentas a las familias a que recortasteis la dependencia y negasteis una oportunidad no parando su desahucio #SinPerdón,N
@CincoDiascom  @LosPeperos_SA   @CiudadanosCs  Surgieron en respuesta al nacionalismo catalán y van improvisando según vayan las  encuestas .,N
"En mi opinión, eso le honra @josecar85592984 Tengo un sentimiento parecido. No me identifico con ninguno. Voté al  @PPopular  y me decepcionó",N
"El gobierno tiene un compromiso con todos , deben informar de todo , sobre todo de lo que les incomoda que se sepa  @PPopular",N
@Salva_Carmona @maeric4 @Pablo_Iglesias_ La  injusticia Social  es inhumana todos luchamos contra esto y los entiendo,N
"@JoseIDionisio @minutodigital @CiudadanosCs @Catalega @Ramonjaen123 @007Atenea En Mayo, más de lo mismo,  clientelismo  y, ahora, oportunismo",N
"@agarzon  guardalo bien! Yo tengo uno parecido que me regalo mi madre y siempre le he tenido mucho cariño.Quien te lo regalo, te quiere bien.",P
"De veras le valdrá a  @CiudadanosCs  las ""no presentaciones"" de  Griñán  y  Chaves  a las elecciones para hacer Presidenta a  @_susanadiaz ?",N
@CiudadanosCs @Albert_Rivera  creia en ti y ya antes de saber quien gana la mayoría y los posibles acuerdos se decide pactar ultra izquierda,N
Entrevista al gran   @Albert_Rivera  http://t.co/pojuKOax4a,P
"@Salva_Carmona @maeric4  @Pablo_Iglesias_  ese video ya lo vi, tu crees q yo apoyo a los DICTADORES ni de DERECHA ni IZQUIERDA",NEU
Nadie soluciona nada en #DosHermanas? De nada sirve ganar DOS primarias? Que injusto todo.  @agarzon   @cayo_lara   @MailloAntonio   @GLlamazares,P
@vecinosfuenla Atención atención alarma: imputado en listas; repito: imputado en listas. Nombre : Teresa Fernandez.  @iunida,N
".@UniversoGay el  @PSOE  es el único partido de España c una transexual en listas electorales @CarlaAntonelli ,la 1era Diputada trans dsd 2011",P
El candidato a la Alcaldía de #Meruelo por el @PSOE se toma en serio el tema de la  #transparencia  http://t.co/IllgAIErf5,P
@agarzon  contagias ilusión,P
"@agarzon @SandsRainbow habréis renegado de la URSS, pero esto en un país que da ajedrez en las  escuelas , no pasa.",NEU
"@IU_PteVallecas: Presentacion d candidaturas  @iunida  @IUCM La izquierda q es,  q fue y será.  #ElCorazonDeLaIzquierda http://t.co/tUCCz51r78",P
"@FrancescoOjeda @ierrejon  @ahorapodemos  Lee bien la noticia, pone ""condenado"".",N
@pepito_garca  @CiudadanosCs  no lo dudeis!!! Un fuerte abrazo,P
@agarzon más preocupante me parece que el articulo sugiera que el rechazo a  nucleares  y  transgénicos  se deba a ese  analfabetismo científico .,N
"Rajoy @marianorajoy  cobró sobresueldos ilegales cuando era ministro, según El Mundo http://t.co/OVRpTG6hKU http://t.co/m3VAqZvX7m",N
"@Pablo_Iglesias_ Son trabajos, donaciones, regalos ?, o son SOBORNOS?.  Pujalte,Trillo , Barcenas, Pujol, y quién sabe cuantos miles más.",N
@JoseRaigal @marisaparrilla  @PSOE  ASESINOS   DE FETOS   LARONES  EN EL  36  MATA CURAS  EN EL  37   ESTO ES EL PSOE,N
"No miremos la constitucion como un libro sagrado intocable, los  @CiudadanosCs    @ahorapodemos  hacer q sea justa e igualitaria .",P
"@josecdiez no se esfuerce tanto, el  @PSOE  es ya un partido residual...",N
Diez huelgas de  Educación  en Aragón desde que  Wert  es ministro http://t.co/R1FcydahW1 vía @eldiarioaragon,N
@rcabrero75 @josspjossp pued en España el mayor evasor de impuestos son los  Botin  y  @ahorapodemos  ya ha dicho que no son casta!.,N
No más muertes en el #Mediterráneo @JunckerEU  @marianorajoy  #nomásmuertes https://t.co/uRt3MLvn1S via @change_es,N
@juandepca  @agarzon  @mundoobrero @JoBadajoz @RemediosRamos1 un discreto intercambio de opiniones de forma pausada y educada,P
"@Pablo_Iglesias_  calculo a!rededor de un 25% de esa probabilidad o sea, alrededor de unos mil ricos nuevos del 2014, forman parte de los 715",NEU
@Pablo_Iglesias_  José María Aznar Jr.  se enriquece con los  desahucios  en España http://t.co/dz8ciszmaU,N
"@sanchezcastejon  . @domecqsolano los regionales no asimilan tu posición política, eres grande.",P
el  @PPopular  no quiere abrir el cajón de mierda. https://t.co/8FjNwyRA8x,N
"@_InakiLopez_ @SextaNocheTV  @Pablo_Iglesias_  y Discúlpame no es contra tì, Es contra quien controla los medios y como se están comportando.",NEU
@NIEBLA75  @sanchezcastejon  Busca el efecto Chiquilicuatre. Que le voten a modo de coña.,N
@maperezpirela Porque no le callamos la boca a  @marianorajoy  nacionalizando el  Banco Provincial . Saludos desde los Valles de Tuy.,NEU
@marianorajoy  @interiorgob Retórica del efecto llamada impide salvar vidas humanas. No jueguen con ellas http://t.co/fSCfOvyJzk #SOSEurope,N
@ahorapodemos #PODEMOS  también es hijo de incapacidad del sistema político de dar respuesta a demandas de millones de ciudadanos (as) (2),NEU
"@ahorapodemos #PODEMOS  fruto de incapacidad de actores políticos p/solucionar problemas de confianza, corrupción y liderazgo en sus filas",N
"@Pablo_Iglesias_  considerado como ""el líder q profesionalizó las tertulias""  con su equipo de  @ahorapodemos   #PODEMOS  http://t.co/YN6LUwevCM",NEU
@marianorajoy  @Sorayapp Nuevamente más IMPUNIDAD. La ministra iries valera. Sigue apoyando a la gente del (cont) http://t.co/hynMqYsYhb,N
"@isaranjuez  @PPopular  soraya se está desmarcando d sus siglas, su recocimiento d la amnistía fiscal""es un zasca!y una virtud a sus creencias",N
@iunida  @VivalaRepublic1 Cuantas vacunas contra la hepatitis C se hubieran comprado con ese dinero o comidas para niños desnutridos.,NEU
"Sin embargo, @ahorapodemos se ha erigido en amenaza p/ el  Bipartidismo en España , quien sabe si fugaz o duradera @Pablo_Iglesias_ #PODEMOS",P
@marianorajoy  y PF transparencia y contundencia con la corrupción. Un cordial saludo!!!!,P
El culto al lider y el personalismo pueden erocionar en cualquier momento al aparato polìtico  @ahorapodemos   @Pablo_Iglesias_   #PODEMOS,N
@cantabriamiguel @APortabellaF  @ahorapodemos  empiezas a ser inteligente,P
Juntos lo lograremos.  Ciudsdanos  es el cambio democrático para España. https://t.co/VfLLHFAkpH,P
@isaranjuez @Pablo_Iglesias_  @SextaNocheTV Isa dale algún consejito a Pablo para la 6ª,NEU
"Me hace gracia leer en @LaVanguardia que lo de @mdcospedal fue un lapsus. Como si fuera mentira que el  @PPopular  nos está saqueando, jajaja",N
"@marianorajoy  Asi se viola en Venezuela este derecho humano fundamental, http://t.co/ZE1ysnoGh3  cosa que no pasa con los súbditos españoles",N
"@Rafa_Hernando @PPopular  ves invirtiendo en áticos en Marbella,o en adosados en Yebes, todo queda en casa.",N
@LINKSLIBROS @CafeParaLeer @Culturizando @BKStreetArt  @ahorapodemos  https://t.co/V1d7CIhTvw Intento difundir lo que nació del alma. Gracias!,NEU
".@policia y @guardiacivil En este audio el  @PPopular  esta cometiendo un presunto delito, esperamos actúen al respecto http://t.co/dL36wEKow5",N
#FF a todos los que el domingo disfrutaremos con  @sanchezcastejon  en la Fiesta de la Rosa en Durango @psealava @PSEGIPUZKOA @PSEBizkaia,P
@juandepca  @agarzon  @mundoobrero @JoBadajoz @RemediosRamos1 luego se escandalizan por una mano en la colleja a Rato...clases y clases...,NEU
@agarzon Por eso estos fachas ponen la revalida como solucion a un  analfabetismo  creciente del q es complice izquierda desunida y enfrentada,N
"@JosePerLo @elperiodico_cas porque la victoria de  Susana Diaz   no era tan grande y necesita de los que ""fracasaron""  @ahorapodemos  @20m",N
"@CsLaRioja.@CiudadanosCs Si NO es OBLIGATORIO llegar a  1°de Primaria  sabiendo leer, entonces no perdamos tiempo enseñando a leer en  Infantil",NEU
El libro d cabecera dl  @PPopular   Como saquear lo publico mientras vives d ello Prólogo d Rodrigo Rato,N
"los despachos,serán muy grandes y muy caros, pero muy listos no son, fiarse del  @PPopular ? que dicen que estudiaron? http://t.co/zWWsqTghpG",N
"Menos corrupción que en Namibia,pero mas que en Botswana. Gracias, @PPopular , @PSOE  y a todos los que hacéis posible esta bonita verbena.",N
@GMSocCoruna  @sanchezcastejon  @marbarcon @jrgomezbesteiro reiniciar o mejor formatear la ciudad!,NEU
"@marianorajoy  pero de que año? Del 2025? Venga gracias lo estáis haciendo muy bien. Mejor no se puede hacer. Saludos a Rato, el pobre",N
@Pablo_Iglesias_  mala señal q  un candidato a la presidencia no tenga tiempo para leer. Debería ser prioritario.,N
@dvlnosmz Los versos libres del  @PPopular  me dan grima,N
"No olvidemos que fue además el estratega del  @ppopular  en el caso Gürtel: ""El despacho de Trillo facturó 4,55M... http://t.co/LFDDG29Fhv",N
@cs_hor @AntSoubrieCs @Albert_Rivera @Cs_Alcobendas_ Pues muchos NO hablaron cuando demás protestábamos por  Reforma Laboral  corta derechos,N
"El  PP  ganaría la Comunidad de Madrid y el Ayuntamiento, pero necesitaría a  @CiudadanosCs   para gobernar http://t.co/Xk7siIZECz vía @20m",NEU
¿Quién es  Pedro Sánchez ? Mi artículo de los viernes en @lavozdegalicia @vozlugo http://t.co/Ua3VQHueFT  @PSOE   @PSdeG,NEU
Hoy mucha propaganda del IBEX-35 en las encuestas. Ya tenemos  . @CiudadanosCs  tercera fuerza política a costa de la bajada de . @ahorapodemos,P
Un 25% de los españoles cree que es el Sol el que gira alrededor de la Tierra. Con la  Ley de  Educación  de Wert ... http://t.co/WnGfc43UuJ,N
